"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","UsdlK","lcr4fd href","Cw1rxd","R8c4Qb","Cw1rxd 2","R8c4Qb 2","ah5Ghc","M4A5Cf","ah5Ghc 2","W4Efsd 7","e4rVHe"
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"https://www.google.com.br/maps/place/Moraes+Franco+Advocacia/data=!4m7!3m6!1s0x964b20075b66a9:0xe135dc7298225e1!8m2!3d-22.5238195!4d-41.9410294!16s%2Fg%2F11fjy3vwh5!19sChIJqWZbByBLlgAR4SWCKcddEw4?authuser=0&hl=pt-BR&rclk=1","Moraes Franco Advocacia","4,9","(504)","Advogado","·","","·","R. Maier, 110 - Sala: 102","Aberto 24 horas","·","(22) 99763-7883","http://moraesfranco.adv.br/","","Website","","Rotas","Serviços no local","·","Agendamento on-line","",""
"https://www.google.com.br/maps/place/Valeriano+Advogados+-+%28Rio+das+Ostras%29/data=!4m7!3m6!1s0x97b5af11134c77:0x92f24f1e4128879b!8m2!3d-22.5156869!4d-41.9304604!16s%2Fg%2F11gy8hj1ly!19sChIJd0wTEa-1lwARm4coQR5P8pI?authuser=0&hl=pt-BR&rclk=1","Valeriano Advogados - (Rio das Ostras)","5,0","(41)","Escritório de advocacia","·","","·","R. Jorge Ulrick, 251","Aberto","·","(22) 99984-7873","https://www.valerianojuridico.com/","","Website","","Rotas","","","","⋅ Fecha às 18:00",""
"https://www.google.com.br/maps/place/Bastos+%26+Corr%C3%AAa+Advocacia+e+Consultoria+Jur%C3%ADdica/data=!4m7!3m6!1s0x97b4bac440ac9b:0x958419792f29dc6c!8m2!3d-22.5177971!4d-41.9416009!16s%2Fg%2F12hl79h8k!19sChIJm6xAxLq0lwARbNwpL3kZhJU?authuser=0&hl=pt-BR&rclk=1","Bastos & Corrêa Advocacia e Consultoria Jurídica","4,8","(49)","Advogado","·","","R. Bangu, 1468","·","Aberto 24 horas","","(22) 98117-6002","https://bastosecorrea.localo.site/?utm_source=google_profile&utm_campaign=localo&utm_medium=mainlink","","Website","","Rotas","Serviços no local","·","Agendamento on-line","",""
"https://www.google.com.br/maps/place/Bocks+Ramos+Advogados/data=!4m7!3m6!1s0x964b8d79c2cc5f:0xb3eab96a11230ab6!8m2!3d-22.5011865!4d-41.91311!16s%2Fg%2F11hywbpy7g!19sChIJX8zCeY1LlgARtgojEWq56rM?authuser=0&hl=pt-BR&rclk=1","Bocks Ramos Advogados","5,0","(39)","Escritório de advocacia","·","","·","R. Dinah Silveira de Queiroz","Aberto","·","(22) 99938-3896","http://www.bocksramos.adv.br/","","Website","","Rotas","","","","⋅ Fecha às 18:00",""
"https://www.google.com.br/maps/place/Alessandra+Almeida+Advocacia+e+Consultoria+Jur%C3%ADdica/data=!4m7!3m6!1s0x97b54afd5cee59:0x2d39266ee7202d95!8m2!3d-22.5150134!4d-41.9313905!16s%2Fg%2F11pv3_pjpq!19sChIJWe5c_Uq1lwARlS0g524mOS0?authuser=0&hl=pt-BR&rclk=1","Alessandra Almeida Advocacia e Consultoria Jurídica","5,0","(54)","Escritório de advocacia","·","","Av. Jane Maria Martins Figueira, 93 - sala 05","·","Aberto 24 horas","","(22) 99797-6506","https://drive.google.com/file/d/1xLAYBu53rHiTlpLPYjXtR8QrzgODOTFb/view","","Website","","Rotas","","","","",""
"https://www.google.com.br/maps/place/Barreto+%26+Ferreira+Advocacia/data=!4m7!3m6!1s0x97b52cadb7722f:0x5dc0046b0692cdc2!8m2!3d-22.4977676!4d-41.9208013!16s%2Fg%2F11wy7j8st7!19sChIJL3K3rSy1lwARws2SBmsEwF0?authuser=0&hl=pt-BR&rclk=1","Barreto & Ferreira Advocacia","5,0","(51)","Advogado trabalhista","·","","Av. Alcebiades Sabino dos Santos, 359 - Sala 109","Fecha em breve","⋅ 17:00 ⋅ Abre ter. às 09:00","·","(22) 99893-4033","","","Rotas","","","","","","",""
"https://www.google.com.br/maps/place/ANTONIETO+%26+AZEVEDO+ADVOGADOS+ASSOCIADOS/data=!4m7!3m6!1s0x97b5f05ab9b74b:0x93d3a51b42a63073!8m2!3d-22.5242923!4d-41.9373096!16s%2Fg%2F11w1d_7lnk!19sChIJS7e5WvC1lwARczCmQhul05M?authuser=0&hl=pt-BR&rclk=1","ANTONIETO & AZEVEDO ADVOGADOS ASSOCIADOS","5,0","(35)","Advogado","·","","R. Luiza Viana, 104","·","Aberto","","(22) 99777-2021","https://antonietoeazevedo.com.br/","","Website","","Rotas","","","","⋅ Fecha às 18:00",""
"https://www.google.com.br/maps/place/Provazzi+Advogados+-+%28Rio+das+Ostras%29/data=!4m7!3m6!1s0x964bf688660a41:0xdcd730562ffd6ffc!8m2!3d-22.5063824!4d-41.9280382!16s%2Fg%2F11q43_nb0n!19sChIJQQpmiPZLlgAR_G_9L1Yw19w?authuser=0&hl=pt-BR&rclk=1","Provazzi Advogados - (Rio das Ostras)","5,0","(19)","Escritório de advocacia","·","","R. Bom Jardim, 69","·","Aberto","","(22) 98147-2338","https://provazziadvocacia.escritorio-online.com/","","Website","","Rotas","","","","⋅ Fecha às 18:00",""
"https://www.google.com.br/maps/place/advocacia-sebastiaomarques/data=!4m7!3m6!1s0x97b360c368202d:0x9455b722e0e2ac74!8m2!3d-22.526422!4d-41.941279!16s%2Fg%2F11b70gg46f!19sChIJLSBow2CzlwARdKzi4CK3VZQ?authuser=0&hl=pt-BR&rclk=1","advocacia-sebastiaomarques","5,0","(47)","Advogado","·","","R. Raul de Oliveira Rodrigues, 74 - 106b","·","Fecha em breve","","(22) 2764-1263","http://www.ssmarques.adv.br/","","Website","","Rotas","Serviços no local","·","Agendamento on-line","⋅ 17:00 ⋅ Abre ter. às 13:30",""
"https://www.google.com.br/maps/place/Murilo+Nascimento+Advocacia/data=!4m7!3m6!1s0x97b36442f585af:0x9646baeb2658111e!8m2!3d-22.525139!4d-41.9439996!16s%2Fg%2F11f01zkpk6!19sChIJr4X1QmSzlwARHhFYJuu6RpY?authuser=0&hl=pt-BR&rclk=1","Murilo Nascimento Advocacia","5,0","(80)","Escritório de advocacia","·","","·","R. Elba de Pádua Lima, 575","Fecha em breve","·","(22) 99720-0453","http://www.murilonascimentoadvogados.com.br/","","Website","","Rotas","","","","⋅ 17:00 ⋅ Abre ter. às 08:00",""
"https://www.google.com.br/maps/place/Lara+Boechat+-+Advocacia+e+Consultoria+Jur%C3%ADdica/data=!4m7!3m6!1s0x97b30c70e0d879:0x8b6769a4bb30361b!8m2!3d-22.549325!4d-41.9767085!16s%2Fg%2F11j25bf8h1!19sChIJedjgcAyzlwARGzYwu6RpZ4s?authuser=0&hl=pt-BR&rclk=1","Lara Boechat - Advocacia e Consultoria Jurídica","4,8","(48)","Escritório de advocacia","·","","·","Fecha em breve","⋅ 17:00 ⋅ Abre ter. às 09:00","R. Santa Catarina, 13","(22) 99787-7870","","","Rotas","","","","","","·",""
"https://www.google.com.br/maps/place/Dra.+Dayanna+Ribeiro+Advocacia/data=!4m7!3m6!1s0x97b5478d7caf9b:0xdd4a44746b9e3262!8m2!3d-22.4875468!4d-41.9145471!16s%2Fg%2F11j8_kjfnt!19sChIJm698jUe1lwARYjKea3RESt0?authuser=0&hl=pt-BR&rclk=1","Dra. Dayanna Ribeiro Advocacia","4,7","(12)","Escritório de advocacia","·","","·","Aberto","⋅ Fecha às 18:30","R. das Acácias, 463","(21) 97518-2375","","","Rotas","","","","","","·",""
"https://www.google.com.br/maps/place/Chambela+Advocacia/data=!4m7!3m6!1s0x97b4bae70faaab:0x9857456bb106f361!8m2!3d-22.5146496!4d-41.9316133!16s%2Fg%2F11t1bpdbx4!19sChIJq6oP57q0lwARYfMGsWtFV5g?authuser=0&hl=pt-BR&rclk=1","Chambela Advocacia","5,0","(32)","Escritório de advocacia","·","","R. Conceição de Macabu, 254 - casa 01","Aberto","⋅ Fecha às 18:00","·","(22) 99742-4446","","","Rotas","","","","","","",""
"https://www.google.com.br/maps/place/Dr.+Leonardo+Lima+-+Advocacia+%26+Consultoria+Jur%C3%ADdica/data=!4m7!3m6!1s0x964b2a8e79b39f:0xf921273bf37f0312!8m2!3d-22.4922265!4d-41.9176758!16s%2Fg%2F11btwk6qb4!19sChIJn7N5jipLlgAREgN_8zsnIfk?authuser=0&hl=pt-BR&rclk=1","Dr. Leonardo Lima - Advocacia & Consultoria Jurídica","4,9","(17)","Advogado","·","","·","Av. das Flores","Aberto","·","(22) 99956-0193","https://www.limasadvogados.com/","","Website","","Rotas","Serviços no local","·","Agendamento on-line","⋅ Fecha às 18:00",""
"https://www.google.com.br/maps/place/Bastos+Advocacia/data=!4m7!3m6!1s0x97b54ac13d8c75:0x7dcc0a010a74c4c!8m2!3d-22.5195857!4d-41.9451666!16s%2Fg%2F11j1nz2nfx!19sChIJdYw9wUq1lwARTEynEKDA3Ac?authuser=0&hl=pt-BR&rclk=1","Bastos Advocacia","5,0","(30)","Advogado","·","","·","Fecha em breve","⋅ 17:00 ⋅ Abre ter. às 09:00","Av. Novo Rio das Ostras, 814","(22) 2771-1078","","","Rotas","","","Serviços no local","·","Agendamento on-line","·",""
"https://www.google.com.br/maps/place/Cabanas+%26+Del+Rio+Advogados+Associados/data=!4m7!3m6!1s0x97b5095099af8b:0x3bcbf575abb9b7f4!8m2!3d-22.4974019!4d-41.9206046!16s%2Fg%2F11vf2cxk43!19sChIJi6-ZUAm1lwAR9Le5q3X1yzs?authuser=0&hl=pt-BR&rclk=1","Cabanas & Del Rio Advogados Associados","5,0","(11)","Advogado criminal","·","","Av. Alcebiades Sabino dos Santos, 353 - Sala 211","Aberto 24 horas","","·","(22) 97400-2091","","","Rotas","","","Serviços no local","·","Agendamento on-line","",""
"https://www.google.com.br/maps/place/Advocacia+Dr.+Newton+Jr./data=!4m7!3m6!1s0x97b5e7e44ffa3b:0x5389e09011308146!8m2!3d-22.5253331!4d-41.942054!16s%2Fg%2F11j5ssbp2w!19sChIJO_pP5Oe1lwARRoEwEZDgiVM?authuser=0&hl=pt-BR&rclk=1","Advocacia Dr. Newton Jr.","4,8","(16)","Escritório de advocacia","·","","R. Verônica Martins, 61 - sala 101","·","Aberto","","(22) 97403-3160","http://www.drnewtonrodrigues.com.br/","","Website","","Rotas","","","","⋅ Fecha às 18:00",""
"https://www.google.com.br/maps/place/Dos+Reis+%26+Associados+Advogados/data=!4m7!3m6!1s0x97b56609aec241:0xc6bbd8cf4aa8f3c8!8m2!3d-22.5220243!4d-41.9382283!16s%2Fg%2F11x8hlqxyn!19sChIJQcKuCWa1lwARyPOoSs_Yu8Y?authuser=0&hl=pt-BR&rclk=1","Dos Reis & Associados Advogados","4,8","(20)","Escritório de advocacia","·","","R. Bangu, 888 - Salas de 1-3","·","Fecha em breve","","(22) 99231-5648","https://dosreiseassociados.com/","","Website","","Rotas","","","","⋅ 17:00 ⋅ Abre ter. às 10:00",""
"https://www.google.com.br/maps/place/F.+L.+Melo+Advogados+-+Rio+das+Ostras+RJ/data=!4m7!3m6!1s0x97b4d01e42744d:0xa41a768a5dca8b3c!8m2!3d-22.497479!4d-41.9285608!16s%2Fg%2F11hbm8nzbz!19sChIJTXRCHtC0lwARPIvKXYp2GqQ?authuser=0&hl=pt-BR&rclk=1","F. L. Melo Advogados - Rio das Ostras RJ","5,0","(4)","Escritório de advocacia","·","","·","Fecha em breve","⋅ 17:00 ⋅ Abre ter. às 10:00","R. Nova Iguaçu, 668 - Lj4","(22) 2771-3943","","","Rotas","","","","","","·",""
"https://www.google.com.br/maps/place/De+Almeida+Advocacia+Criminal/data=!4m7!3m6!1s0x97b5860c859473:0xd899f3c23c215117!8m2!3d-22.5166604!4d-41.930906!16s%2Fg%2F11vt6djg28!19sChIJc5SFDIa1lwARF1EhPMLzmdg?authuser=0&hl=pt-BR&rclk=1","De Almeida Advocacia Criminal","5,0","(10)","Escritório de advocacia","·","","R. Carlos Nioac, 20 - Sala 01A","Aberto 24 horas","","·","(22) 99953-9247","","","Rotas","","","","","","",""
"https://www.google.com.br/maps/place/Djuric+Advocacia+-+Rio+das+Ostras/data=!4m7!3m6!1s0x97b5d51d3295b9:0x9d0a6af64e7b7181!8m2!3d-22.4974019!4d-41.9206046!16s%2Fg%2F11fkyf8dpq!19sChIJuZUyHdW1lwARgXF7TvZqCp0?authuser=0&hl=pt-BR&rclk=1","Djuric Advocacia - Rio das Ostras","5,0","(1)","Advogado","·","","·","Av. Alcebiades Sabino dos Santos, 353 - Sala 106","Fecha em breve","·","(22) 3321-4961","http://www.djuricadvocacia.com/","","Website","","Rotas","","","","⋅ 18:00 ⋅ Abre ter. às 09:00",""
"https://www.google.com.br/maps/place/Advogada+Correspondente+Rio+das+Ostras+RJ/data=!4m7!3m6!1s0x97b395bcba888f:0xd10b466ec425638b!8m2!3d-22.5245409!4d-41.9541774!16s%2Fg%2F11w9t7r9g3!19sChIJj4i6vJWzlwARi2MlxG5GC9E?authuser=0&hl=pt-BR&rclk=1","Advogada Correspondente Rio das Ostras RJ","","","Advogado","·","","R. Espírito Santo, 134","Aberto","⋅ Fecha às 19:00","·","(22) 99893-4759","","","Rotas","","","Serviços no local","·","Agendamento on-line","","Nenhuma avaliação"
"https://www.google.com.br/maps/place/RAP+ADVOCACIA/data=!4m7!3m6!1s0x964b0f90bb3701:0x579db756c076a55a!8m2!3d-22.4875769!4d-41.9138745!16s%2Fg%2F11fswc8s0p!19sChIJATe7kA9LlgARWqV2wFa3nVc?authuser=0&hl=pt-BR&rclk=1","RAP ADVOCACIA","4,9","(21)","Escritório de advocacia","·","","·","Av. das Flores, 1733","Fecha em breve","·","(22) 99707-4275","https://www.instagram.com/raadvocacia_/","","Website","","Rotas","""Excelente assessoria, minha aposentadoria foi liberada rapidamente.""","","","⋅ 18:00 ⋅ Abre ter. às 09:00",""
"https://www.google.com.br/maps/place/Jennifer+Paim+Advocacia+-+CRIMINALISTA+em+Rio+das+Ostras/data=!4m7!3m6!1s0x971b35debca6f7:0xeb2ad7cc1359c660!8m2!3d-22.5209465!4d-41.9448276!16s%2Fg%2F11kjxrr0rh!19sChIJ96a83jUblwARYMZZE8zXKus?authuser=0&hl=pt-BR&rclk=1","Jennifer Paim Advocacia - CRIMINALISTA em Rio das Ostras","5,0","(13)","Advogado criminal","·","","·","R. Flamengo","Aberto 24 horas","·","(22) 99728-0968","https://jenniferpaimadvocacia.com.br/#","","Website","","Rotas","""Escritório muito bom e uma excelente profissional.""","","","",""
"https://www.google.com.br/maps/place/Santos+Moreira+Advocacia/data=!4m7!3m6!1s0x97b5e7fa66b4ad:0x7199a7ecf394b416!8m2!3d-22.5123718!4d-41.9294431!16s%2Fg%2F11t6gbm7k9!19sChIJrbRm-ue1lwARFrSU8-ynmXE?authuser=0&hl=pt-BR&rclk=1","Santos Moreira Advocacia","5,0","(3)","Advogado","·","","R. Nelson Pecegueiro do Amaral, 76 - sala 104","·","Aberto","","(22) 99788-7661","https://santosmoreira.adv.br/","","Website","","Rotas","Serviços no local","·","Agendamento on-line","⋅ Fecha às 20:00",""
"https://www.google.com.br/maps/place/F.+L.+Melo+Advogados+-+Rio+das+Ostras+RJ/data=!4m7!3m6!1s0x97b4d01e42744d:0xa41a768a5dca8b3c!8m2!3d-22.497479!4d-41.9285608!16s%2Fg%2F11hbm8nzbz!19sChIJTXRCHtC0lwARPIvKXYp2GqQ?authuser=0&hl=pt-BR&rclk=1","F. L. Melo Advogados - Rio das Ostras RJ","5,0","(4)","Escritório de advocacia","·","","·","Fechado","⋅ Abre ter. às 10:00","R. Nova Iguaçu, 668 - Lj4","(22) 2771-3943","","","Rotas","","","""Excelente atendimento!""","","","·",""
"https://www.google.com.br/maps/place/Escritorio+Rodrigues+%26+Rodrigues+Advocacia+Especializada/data=!4m7!3m6!1s0x97b37fb4641821:0x9e5179f41818aaa5!8m2!3d-22.5245275!4d-41.9367668!16s%2Fg%2F11h8x8n_b_!19sChIJIRhktH-zlwARpaoYGPR5UZ4?authuser=0&hl=pt-BR&rclk=1","Escritorio Rodrigues & Rodrigues Advocacia Especializada","5,0","(6)","Escritório de advocacia","·","","R. Luiza Viana","Fecha em breve","⋅ 18:00 ⋅ Abre ter. às 09:00","·","(22) 98141-7142","","","Rotas","","","""Recomendo demais.""","","","",""
"https://www.google.com.br/maps/place/Dos+Reis+%26+Associados+Advogados/data=!4m7!3m6!1s0x97b56609aec241:0xc6bbd8cf4aa8f3c8!8m2!3d-22.5220243!4d-41.9382283!16s%2Fg%2F11x8hlqxyn!19sChIJQcKuCWa1lwARyPOoSs_Yu8Y?authuser=0&hl=pt-BR&rclk=1","Dos Reis & Associados Advogados","4,8","(20)","Escritório de advocacia","·","","R. Bangu, 888 - Salas de 1-3","·","Fechado","","(22) 99231-5648","https://dosreiseassociados.com/","","Website","","Rotas","""Uma advogado excelente em Rio das Ostras,pode contar com ela""","","","⋅ Abre ter. às 10:00",""
"https://www.google.com.br/maps/place/ORCC+-+Advogados+Associados/data=!4m7!3m6!1s0x97b3b2ccb6bf15:0xc3cef862335debad!8m2!3d-22.525555!4d-41.9429376!16s%2Fg%2F11td4rzq0q!19sChIJFb-2zLKzlwARretdM2L4zsM?authuser=0&hl=pt-BR&rclk=1","ORCC - Advogados Associados","5,0","(5)","Advogado","·","","R. Aurélia Moreira Jorge, 59 - sala 07","·","Fecha em breve","","(22) 99942-7878","http://www.orcc.adv.br/","","Website","","Rotas","Serviços no local","·","Agendamento on-line","⋅ 18:00 ⋅ Abre ter. às 08:00",""
"https://www.google.com.br/maps/place/Salles+Advocacia+e+Consultoria+Jur%C3%ADdica/data=!4m7!3m6!1s0x97b54b7f29b227:0xad10d829636398ce!8m2!3d-22.523905!4d-41.936364!16s%2Fg%2F11vz21gxh7!19sChIJJ7Ipf0u1lwARzphjYynYEK0?authuser=0&hl=pt-BR&rclk=1","Salles Advocacia e Consultoria Jurídica","5,0","(8)","Advogado","·","","R. João Viana, 115 - Sala 04","Fecha em breve","⋅ 18:00 ⋅ Abre ter. às 08:00","·","(22) 98136-9596","","","Rotas","","","Serviços no local","·","Agendamento on-line","",""
"https://www.google.com.br/maps/place/Alan+Macabu+Advogados+Associados/data=!4m7!3m6!1s0x97b3f525dd9785:0x2ddbed13d2329fbc!8m2!3d-22.5257346!4d-41.9415012!16s%2Fg%2F11g0g8jr5s!19sChIJhZfdJfWzlwARvJ8y0hPt2y0?authuser=0&hl=pt-BR&rclk=1","Alan Macabu Advogados Associados","5,0","(3)","Advogado","·","","R. Rego Barros, nº 244 - 102","·","Fecha em breve","","(22) 2778-1009","http://www.alanmacabuadvogados.com.br/","","Website","","Rotas","""Ótimo atendimento""","","","⋅ 18:00 ⋅ Abre ter. às 09:00",""
"https://www.google.com.br/maps/place/Barros+Advocacia/data=!4m7!3m6!1s0x6509fe4aa9ff9101:0x2d9f2bcbdafc5d9d!8m2!3d-22.5272953!4d-41.9431673!16s%2Fg%2F11tmb_mm78!19sChIJAZH_qUr-CWURnV382ssrny0?authuser=0&hl=pt-BR&rclk=1","Barros Advocacia","5,0","(5)","Escritório de advocacia","·","","R. Maria Letícia, 36 - sala 105","Fecha em breve","⋅ 18:00 ⋅ Abre ter. às 10:00","·","(22) 99254-8974","","","Rotas","","","""Recomendo pela postura ética e profissional .""","","","",""
"https://www.google.com.br/maps/place/Elaine+Pacheco+-+ADVOCACIA+PREVIDENCIARIA/data=!4m7!3m6!1s0x964bc422233db1:0x3facc42244bcfaaf!8m2!3d-22.4837817!4d-41.9108669!16s%2Fg%2F11sqjdgb1r!19sChIJsT0jIsRLlgARr_q8RCLErD8?authuser=0&hl=pt-BR&rclk=1","Elaine Pacheco - ADVOCACIA PREVIDENCIARIA","4,8","(6)","Advogado previdenciário","·","","·","Fecha em breve","⋅ 18:00 ⋅ Abre ter. às 09:00","Rua das Papoulas, n• 3","(22) 99909-0249","","","Rotas","","","""Excelente trabalho, com o melhor atendimento que já presenciei.""","","","·",""
"https://www.google.com.br/maps/place/MCPM+Advocacia/data=!4m7!3m6!1s0x97b31a56bb8f17:0x63333b46ae88b74b!8m2!3d-22.5258855!4d-41.942!16s%2Fg%2F11wqfxbf66!19sChIJF4-7VhqzlwARS7eIrkY7M2M?authuser=0&hl=pt-BR&rclk=1","MCPM Advocacia","5,0","(2)","Advogado","·","","Rod. Amaral Peixoto, 4878 - sala 04","Fecha em breve","⋅ 18:00 ⋅ Abre ter. às 09:00","·","(22) 2771-4980","","","Rotas","","","Serviços no local","·","Agendamento on-line","",""
"https://www.google.com.br/maps/place/Advocacia+Stefany+Veiga/data=!4m7!3m6!1s0x97b5a1cdeb70d7:0xd4bd3d2da4e86959!8m2!3d-22.5104575!4d-41.9217435!16s%2Fg%2F11y9j8ns5c!19sChIJ13DrzaG1lwARWWnopC09vdQ?authuser=0&hl=pt-BR&rclk=1","Advocacia Stefany Veiga","5,0","(9)","Advogado","·","","R. Safira, 84 - unidade 3","Fecha em breve","⋅ 18:00 ⋅ Abre ter. às 09:00","·","(22) 99773-1770","","","Rotas","","","Serviços no local","·","Agendamento on-line","",""
"https://www.google.com.br/maps/place/Carneiro+Le%C3%A3o+Advocacia/data=!4m7!3m6!1s0x97b3336027a343:0x8234fbf2857bf4cd!8m2!3d-22.5307597!4d-41.9728907!16s%2Fg%2F11sx0xd3gc!19sChIJQ6MnYDOzlwARzfR7hfL7NII?authuser=0&hl=pt-BR&rclk=1","Carneiro Leão Advocacia","5,0","(9)","Advogado","·","","·","Rua 1 Serramar Center, Rod. Serramar","Fecha em breve","·","(22) 97402-7551","https://carneiroleaoadvocacia.com.br/","","Website","","Rotas","Serviços no local","·","Agendamento on-line","⋅ 18:00 ⋅ Abre ter. às 09:30",""
"https://www.google.com.br/maps/place/Dra.+Beatriz+Andrade/data=!4m7!3m6!1s0x9bd5b3f37f8293:0x7aa6248828659140!8m2!3d-22.4925479!4d-41.9094442!16s%2Fg%2F11b6j70jbq!19sChIJk4J_87PVmwARQJFlKIgkpno?authuser=0&hl=pt-BR&rclk=1","Dra. Beatriz Andrade","5,0","(3)","Advogado","·","","R. Félix Pacheco, 521","·","Fecha em breve","","(22) 99242-1747","http://www.beatrizandrade.adv.br/","","Website","","Rotas","""Nos manteve tranquilos durante todo tempo.""","","","⋅ 18:00 ⋅ Abre ter. às 13:00",""
"https://www.google.com.br/maps/place/Lopes+Ferreira+Advocacia/data=!4m7!3m6!1s0x97b336a74393c9:0x215f9b562dfc6b47!8m2!3d-22.5244284!4d-41.9394887!16s%2Fg%2F11s2mrxl25!19sChIJyZNDpzazlwARR2v8LVabXyE?authuser=0&hl=pt-BR&rclk=1","Lopes Ferreira Advocacia","5,0","(14)","Escritório de advocacia","·","","Ed. Phoenix - R. Paulo Viana, 31 - Sala 301","·","Fechado","","(22) 2210-2127","https://www.instagram.com/lopesferreiraadvocacia/","","Website","","Rotas","""Uma excelente advogada , super simpática e atenciosa.""","","","⋅ Abre ter. às 09:00",""
"https://www.google.com.br/maps/place/NT+Advocacia/data=!4m7!3m6!1s0x97b3ae7da9d58b:0x2cdb50fbdffed2c7!8m2!3d-22.5104854!4d-41.9292721!16s%2Fg%2F11hdw2r6s8!19sChIJi9Wpfa6zlwARx9L-3_tQ2yw?authuser=0&hl=pt-BR&rclk=1","NT Advocacia","4,6","(11)","Escritório de advocacia","·","","Av. Jane Maria Martins Figueira, 459","Fechado","⋅ Abre ter. às 09:00","·","(22) 99242-0937","","","Rotas","","","""Conduziram com muita transparência e de fato tirando um grande peso.""","","","",""
"https://www.google.com.br/maps/place/Daniel+Machado+Advocacia/data=!4m7!3m6!1s0x97b3c3edbc2ec9:0x8ed4deac7fd0ab8a!8m2!3d-22.527998!4d-41.9465717!16s%2Fg%2F11gsbmb050!19sChIJyS687cOzlwARiqvQf6ze1I4?authuser=0&hl=pt-BR&rclk=1","Daniel Machado Advocacia","5,0","(2)","Escritório de advocacia","·","","Av. Pref. Cláudio Ribeiro, n.º 178 Co-Offices 178","Fecha em breve","⋅ 18:00 ⋅ Abre ter. às 09:00","·","(22) 98826-4696","","","Rotas","","","","","","",""
"https://www.google.com.br/maps/place/Andr%C3%A9a+Castellano+Weitzel+Advocacia+%26+Consultoria+Jur%C3%ADdica/data=!4m7!3m6!1s0x97b3607fd40c71:0x2137558da9cb2235!8m2!3d-22.5254933!4d-41.9396289!16s%2Fg%2F11dfj9zc5v!19sChIJcQzUf2CzlwARNSLLqY1VNyE?authuser=0&hl=pt-BR&rclk=1","Andréa Castellano Weitzel Advocacia & Consultoria Jurídica","5,0","(5)","Empresa de advocacia","·","","Rua Washington Viana 115, R. José Jorge, 120 - Loja 2","·","Fecha em breve","","(22) 2210-2507","https://www.andreaweitzel.adv.br/","","Website","","Rotas","","","","⋅ 18:30 ⋅ Abre ter. às 09:30",""
"https://www.google.com.br/maps/place/Rodrigues+%26+Silveira+Advogados/data=!4m7!3m6!1s0x6a4e8ff7b78c0dd9:0xda8c6a7e4a019e90!8m2!3d-22.5064764!4d-41.9266781!16s%2Fg%2F11w25y68mm!19sChIJ2Q2Mt_ePTmoRkJ4BSn5qjNo?authuser=0&hl=pt-BR&rclk=1","Rodrigues & Silveira Advogados","5,0","(9)","Escritório de advocacia","·","","Av. Jane Maria Martins Figueira, fingueira, 933","·","Fechado","","(22) 99782-3113","https://www.rodriguessilveira.com.br/","","Website","","Rotas","""Atendimento de excelência e ótimos profissionais.""","","","⋅ Abre ter. às 09:00",""
"https://www.google.com.br/maps/place/Faria+e+Mariotti/data=!4m7!3m6!1s0x97b31638c23f95:0xa806cab1a86ca72f!8m2!3d-22.531355!4d-41.9645938!16s%2Fg%2F11kk67djyb!19sChIJlT_COBazlwARL6dsqLHKBqg?authuser=0&hl=pt-BR&rclk=1","Faria e Mariotti","5,0","(1)","Advogado","·","","R. Beira do Canal, 1071 - Cantinho do Mar","·","Fecha em breve","","(22) 99267-9635","https://contate.me/fariaemariotti","","Website","","Rotas","Serviços no local","·","Agendamento on-line","⋅ 18:00 ⋅ Abre ter. às 10:00",""
"https://www.google.com.br/maps/place/Advogado+Correspondente+Maca%C3%A9/data=!4m7!3m6!1s0x97b341dfb1be6f:0xd442355a091a1661!8m2!3d-22.5233013!4d-41.9481079!16s%2Fg%2F11fqb3yj47!19sChIJb76x30GzlwARYRYaCVo1QtQ?authuser=0&hl=pt-BR&rclk=1","Advogado Correspondente Macaé","4,5","(6)","Advogado","·","","R. Araguaia, 120","·","Fechado","","(22) 99284-9423","http://www.facebook.com/macabuadvocacia","","Website","","Rotas","","","","⋅ Abre ter. às 09:00",""
"https://www.google.com.br/maps/place/Amanda+Peroba+Advocacia/data=!4m7!3m6!1s0x97b5920cdafb71:0x5151b21e1c1a7c83!8m2!3d-22.5255684!4d-41.9369807!16s%2Fg%2F11y1qx596h!19sChIJcfvaDJK1lwARg3waHB6yUVE?authuser=0&hl=pt-BR&rclk=1","Amanda Peroba Advocacia","5,0","(9)","Advogado","·","","R. Vicente Viana, 246 - Casa 02","·","Fechado","","(22) 99252-1185","https://amandaperoba.my.canva.site/","","Website","","Rotas","Serviços no local","·","Agendamento on-line","⋅ Abre ter. às 09:00",""
